,Business_Name,Boroughs,Cuisines,Inspection_Date,Action,Violation_Code,Violation_Description,Critical_Flag,Score,Grade,Grade_Date,Record_Date,Inspection_Type
110,Rollerjam usa,Staten island,American,02/20/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,2.0,A,02/20/2019,11/20/2024,Cycle inspection / re-inspection
111,Playwrights horizons,Manhattan,American,02/20/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,12.0,A,02/20/2019,11/20/2024,Cycle inspection / initial inspection
112,Hunt & fish club,Manhattan,American,02/20/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,02/20/2019,11/20/2024,Cycle inspection / initial inspection
113,Brasier,Manhattan,Mexican,02/20/2019,Violations were cited in the following area(s).,05d,Hand washing facility not provided in or near food preparation area and toilet room. hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. soap and an acceptable hand-drying device not provided.,Critical,20.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
114,Hunt & fish club,Manhattan,American,02/20/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,7.0,A,02/20/2019,11/20/2024,Cycle inspection / initial inspection
115,The joyce theater,Manhattan,American,02/20/2019,Violations were cited in the following area(s).,06e,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,02/20/2019,11/20/2024,Cycle inspection / re-inspection
116,Producers lounge,Manhattan,American,02/21/2019,Violations were cited in the following area(s).,10i,"Single service item reused, improperly stored, dispensed; not used when required.",Not critical,7.0,A,02/21/2019,11/20/2024,Cycle inspection / initial inspection
117,Brooklyn lifestyle athletic club,Brooklyn,American,02/21/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,13.0,A,02/21/2019,11/20/2024,Cycle inspection / initial inspection
118,Brooklyn lifestyle athletic club,Brooklyn,American,02/21/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,13.0,A,02/21/2019,11/20/2024,Cycle inspection / initial inspection
119,Brooklyn lifestyle athletic club,Brooklyn,American,02/21/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,02/21/2019,11/20/2024,Cycle inspection / initial inspection
120,Producers lounge,Manhattan,American,02/21/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,02/21/2019,11/20/2024,Cycle inspection / initial inspection
121,The row harlem,Manhattan,American,02/22/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,33.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
122,The row harlem,Manhattan,American,02/22/2019,Violations were cited in the following area(s).,02h,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º f to 70º f or less within 2  hours, and from 70º f to 41º f or less within 4 additional hours.",Critical,33.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
123,The row harlem,Manhattan,American,02/22/2019,Violations were cited in the following area(s).,05d,Hand washing facility not provided in or near food preparation area and toilet room. hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. soap and an acceptable hand-drying device not provided.,Critical,33.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
124,The row harlem,Manhattan,American,02/22/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33.0,Nan,Nan,11/20/2024,Pre-permit (operational) / initial inspection
125,Walter foods,Brooklyn,American,02/23/2019,Violations were cited in the following area(s).,04a,Food protection certificate not held by supervisor of food operations.,Critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
126,Walter foods,Brooklyn,American,02/23/2019,Violations were cited in the following area(s).,05d,Hand washing facility not provided in or near food preparation area and toilet room. hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. soap and an acceptable hand-drying device not provided.,Critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
127,La baraka restaurant,Queens,French,02/23/2019,Violations were cited in the following area(s).,09b,Thawing procedures improper.,Not critical,16.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
128,Walter foods,Brooklyn,American,02/23/2019,Violations were cited in the following area(s).,10j,Hand wash sign not posted,Not critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
129,Mansions cater,Manhattan,American,02/23/2019,Violations were cited in the following area(s).,15f6,Workplace sfaa policy not prominently posted in workplace,Not applicable,Nan,Nan,Nan,11/20/2024,Smoke-free air act / initial inspection
130,Mansions cater,Manhattan,American,02/23/2019,Violations were cited in the following area(s).,04c,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12.0,A,02/23/2019,11/20/2024,Cycle inspection / initial inspection
131,Walter foods,Brooklyn,American,02/23/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
132,La baraka restaurant,Queens,French,02/23/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,16.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
133,La baraka restaurant,Queens,French,02/23/2019,Violations were cited in the following area(s).,02h,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º f to 70º f or less within 2  hours, and from 70º f to 41º f or less within 4 additional hours.",Critical,16.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
134,Mansions cater,Manhattan,American,02/23/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,02/23/2019,11/20/2024,Cycle inspection / initial inspection
135,Walter foods,Brooklyn,American,02/23/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
136,Walter foods,Brooklyn,American,02/23/2019,Violations were cited in the following area(s).,04k,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,43.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
137,Maracus club and restaurant,Queens,American,02/24/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,12.0,A,02/24/2019,11/20/2024,Cycle inspection / initial inspection
138,Cj diamond cafe,Queens,Chinese,02/24/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,7.0,A,02/24/2019,11/20/2024,Cycle inspection / initial inspection
139,Maracus club and restaurant,Queens,American,02/24/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,02/24/2019,11/20/2024,Cycle inspection / initial inspection
140,Maracus club and restaurant,Queens,American,02/24/2019,Violations were cited in the following area(s).,04k,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,12.0,A,02/24/2019,11/20/2024,Cycle inspection / initial inspection
141,Maracus club and restaurant,Queens,American,02/24/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,12.0,A,02/24/2019,11/20/2024,Cycle inspection / initial inspection
142,One lenox,Manhattan,American,02/25/2019,Violations were cited in the following area(s).,06c,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
143,One lenox,Manhattan,American,02/25/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,18.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
